,id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price_in_dollar,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,available,five_day_dollar_price
0,23726706,0.95,False,IJburg - Zeeburgereiland,52.34,4.98,Private room,2,1,1,6,88.0,2,14,True,0,3,4.99,True,44.0,176.0,0.05,0.11,0.16,4.99,,
1,35815036,1.0,True,Noord-Oost,52.44,4.957,Entire home/apt,2,1,1,5,105.0,3,100,True,4,6,4.96,False,52.5,315.0,0.05,0.12,0.16,4.99,0.6657534246575343,528.8767123287671
2,31553121,1.0,False,Noord-West,52.44,4.918,Entire home/apt,4,2,3,3,152.0,2,60,True,0,1,4.74,False,38.0,304.0,0.07,0.11,0.22,4.99,,
3,34745823,0.94,False,Gaasperdam - Driemond,52.28,5.01,Entire home/apt,2,1,2,8,87.0,2,1125,True,5,0,4.87,False,43.5,174.0,0.06,0.1,0.15,4.99,,
4,44586947,0.88,True,Gaasperdam - Driemond,52.3,5.03,Private room,4,1,3,4,160.0,2,31,True,9,3,5.0,False,40.0,320.0,0.09,0.22,0.2,4.99,,
5,15801253,0.86,False,Watergraafsmeer,52.34,4.965,Private room,3,1,3,1,90.0,2,1125,True,3,1,4.77,False,30.0,180.0,0.06,0.14,0.16,4.99,,
6,19572024,1.0,False,Watergraafsmeer,52.3,4.91,Entire home/apt,6,3,6,14,279.0,3,300,True,6,3,4.69,False,46.5,837.0,0.09,0.16,0.14,4.99,0.8164383561643835,1496.5479452054794
7,18801518,0.62,False,Watergraafsmeer,52.34,4.965,Private room,4,1,3,10,140.0,2,1125,True,0,0,4.66,False,35.0,280.0,0.05,0.17,0.17,4.99,,
8,2973384,0.38,False,Watergraafsmeer,52.3,4.906,Entire home/apt,5,3,3,7,185.0,6,21,True,0,0,4.83,False,37.0,1110.0,0.06,0.12,0.18,4.99,0.03561643835616438,941.3013698630137
9,34985473,1.0,True,Noord-Oost,52.44,5.043,Entire home/apt,5,3,4,4,135.0,6,1125,True,7,0,4.43,False,27.0,810.0,0.08,0.13,0.17,4.99,0.16164383561643836,748.5616438356165
10,620821365404674198,1.0,False,Bijlmer-Centrum,52.34,4.938,Private room,2,1,2,2,120.0,1,365,True,17,3,4.33,True,60.0,120.0,0.07,0.14,0.15,4.99,,
11,44174770,1.0,True,Watergraafsmeer,52.34,4.953,Private room,1,1,1,8,59.0,30,1125,True,0,0,4.88,True,59.0,1770.0,0.05,0.12,0.15,2.99,0.6712328767123288,296.5068493150685
12,50888392,1.0,True,Gaasperdam - Driemond,52.3,5.04,Entire home/apt,4,2,2,13,150.0,2,1125,True,0,0,4.94,True,37.5,300.0,0.08,0.2,0.23,4.99,,
13,31742663,0.94,False,Gaasperdam - Driemond,52.28,5.01,Entire home/apt,2,1,2,6,89.0,2,1125,True,4,3,4.8,False,44.5,178.0,0.06,0.14,0.15,4.99,,
14,48864190,0.97,False,IJburg - Zeeburgereiland,52.34,5.0,Entire home/apt,16,8,12,14,350.0,1,1125,True,19,0,4.82,True,21.88,350.0,-0.01,0.23,0.3,4.99,,
15,50065811,0.92,False,Bijlmer-Centrum,52.28,4.97,Entire home/apt,6,3,4,14,275.0,5,42,True,18,1,4.14,False,45.84,1375.0,0.02,0.15,0.28,4.99,0.4602739726027397,1375.0
16,51340421,0.64,False,Watergraafsmeer,52.34,4.938,Entire home/apt,4,2,2,11,275.0,1,1125,True,10,3,4.73,False,68.75,275.0,0.11,0.15,0.23,4.99,0.8684931506849315,1372.2602739726028
17,18082645,0.29,False,Watergraafsmeer,52.34,4.957,Entire home/apt,6,3,2,6,150.0,4,1125,True,1,1,4.88,False,25.0,600.0,0.09,0.13,0.18,4.99,0.0684931506849315,895.8904109589041
18,33241583,1.0,True,Geuzenveld - Slotermeer,52.38,4.832,Private room,6,1,6,31,742.0,1,1125,True,23,2,4.27,True,123.7,742.0,0.02,0.19,0.19,10.99,,
19,33241443,1.0,True,Geuzenveld - Slotermeer,52.38,4.832,Private room,2,1,1,12,230.0,1,1125,True,20,0,4.7,True,115.0,230.0,0.06,0.15,0.22,4.99,,
20,47709873,1.0,False,Westerpark,52.4,4.875,Entire home/apt,2,1,1,6,210.0,3,120,True,0,0,4.75,True,105.0,630.0,0.09,0.15,0.19,4.99,0.43561643835616437,1084.849315068493
21,35243521,0.4,False,Buitenveldert - Zuidas,52.3,4.875,Private room,2,1,2,6,153.0,1,3,True,10,0,4.89,False,76.5,153.0,0.06,0.25,0.18,4.99,,
22,2818,1.0,True,Oostelijk Havengebied - Indische Buurt,52.38,4.945,Private room,2,1,2,4,49.0,3,28,True,3,4,4.47,True,24.5,147.0,0.08,0.1,0.14,0.99,0.20821917808219179,346.90410958904107
23,20168,0.72,False,Centrum-Oost,52.38,4.895,Private room,2,1,1,7,106.0,1,365,True,0,0,4.44,True,53.0,106.0,0.08,0.16,0.2,4.99,,
24,27886,1.0,True,Centrum-West,52.38,4.89,Private room,2,1,1,12,126.0,2,356,True,0,0,4.94,True,63.0,252.0,0.06,0.1,0.21,4.99,,
25,28871,1.0,True,Centrum-West,52.38,4.89,Private room,2,1,1,4,75.0,2,1825,True,1,8,4.88,False,37.5,150.0,0.06,0.15,0.14,4.99,,
26,29051,1.0,True,Centrum-Oost,52.38,4.89,Private room,1,1,1,1,55.0,2,730,True,4,6,4.36,False,55.0,110.0,0.05,0.13,0.17,2.99,,
27,44391,0.67,False,Centrum-Oost,52.38,4.914,Entire home/apt,4,2,2,1,240.0,3,730,True,0,0,4.71,False,60.0,720.0,0.09,0.17,0.29,4.99,0.0,1200.0
28,49552,0.92,True,Centrum-West,52.38,4.89,Entire home/apt,3,2,2,5,232.0,3,1125,True,0,8,4.91,False,77.3,696.0,0.1,0.25,0.25,4.99,0.46301369863013697,1162.4657534246576
29,50523,0.58,False,Centrum-West,52.38,4.883,Private room,2,1,1,8,118.0,2,365,True,3,3,4.87,False,59.0,236.0,0.06,0.12,0.17,4.99,,
30,55709,0.19,False,Centrum-Oost,52.34,4.9,Entire home/apt,2,1,1,5,151.0,3,30,True,0,0,4.95,False,75.5,453.0,0.09,0.19,0.24,4.99,0.0027397260273972603,818.6849315068494
31,55868,0.0,False,Zuid,52.34,4.887,Entire home/apt,4,2,2,1,149.0,4,21,True,0,0,4.86,False,37.25,596.0,0.06,0.14,0.18,4.99,0.0,749.2191780821918
32,62015,0.83,False,Oud-Oost,52.38,4.93,Entire home/apt,2,1,1,4,120.0,2,6,True,0,0,4.91,False,60.0,240.0,0.06,0.22,0.2,4.99,,
33,80635,0.87,True,Centrum-West,52.38,4.895,Private room,1,1,1,1,82.0,3,1125,True,0,0,4.77,True,82.0,246.0,0.05,0.11,0.15,4.99,0.0,409.24657534246575
34,82482,0.94,True,Centrum-West,52.38,4.883,Entire home/apt,4,2,2,8,109.0,2,28,True,4,6,4.49,False,27.25,218.0,0.05,0.19,0.18,4.99,,
35,91535,0.95,True,De Pijp - Rivierenbuurt,52.34,4.895,Private room,2,1,1,7,145.0,1,18,True,8,6,4.84,True,72.5,145.0,0.07,0.1,0.16,4.99,,
36,97221,1.0,True,Slotervaart,52.34,4.836,Private room,2,1,2,1,64.0,2,8,True,2,4,3.9,False,32.0,128.0,0.05,0.09,0.17,2.99,,
37,97476,0.78,False,Zuid,52.34,4.863,Entire home/apt,2,1,1,10,115.0,14,30,True,0,0,4.89,False,57.5,1610.0,0.07,0.14,0.18,4.99,0.0,575.0
38,137026,0.14,False,De Pijp - Rivierenbuurt,52.34,4.906,Entire home/apt,4,2,4,11,265.0,2,1125,True,0,0,4.77,False,66.25,530.0,0.13,0.25,0.27,4.99,0.18904109589041096,1328.5205479452054
39,162467,0.46,False,De Baarsjes - Oud-West,52.38,4.855,Entire home/apt,2,1,1,4,175.0,3,21,True,0,0,4.75,False,87.5,525.0,0.06,0.14,0.19,4.99,0.4328767123287671,761.7123287671233
40,168769,0.65,True,Centrum-West,52.38,4.895,Private room,1,1,1,3,88.0,3,1124,True,0,0,4.58,True,88.0,264.0,0.04,0.07,0.18,4.99,0.0,439.24657534246575
41,169356,0.44,False,Centrum-West,52.38,4.883,Entire home/apt,2,1,1,11,195.0,7,7,True,0,0,5.0,False,97.5,1365.0,0.06,0.13,0.21,4.99,0.1780821917808219,975.0
42,179528,1.0,False,De Pijp - Rivierenbuurt,52.34,4.895,Entire home/apt,3,2,2,10,270.0,21,100,True,6,0,4.5,True,90.0,5670.0,0.08,0.21,0.28,4.99,0.1506849315068493,1476.164383561644
43,188347,0.77,False,De Baarsjes - Oud-West,52.38,4.855,Private room,2,1,1,3,111.0,1,6,True,4,0,4.65,False,55.5,111.0,0.07,0.12,0.19,4.99,0.1178082191780822,481.64383561643837
44,189754,1.0,True,Centrum-West,52.38,4.895,Entire home/apt,4,2,3,4,170.0,2,1125,True,3,7,4.77,True,42.5,340.0,0.09,0.17,0.14,4.99,,
45,193038,1.0,True,Centrum-Oost,52.38,4.9,Private room,2,1,1,4,121.0,3,31,True,2,5,4.96,True,60.5,363.0,0.07,0.15,0.18,4.99,0.2054794520547945,600.0
46,214531,0.5,True,Centrum-West,52.38,4.895,Private room,3,1,2,5,115.0,3,50,True,0,0,4.83,False,38.34,345.0,0.1,0.13,0.18,4.99,0.0,620.7671232876712
47,219276,0.87,False,Centrum-West,52.38,4.887,Private room,2,1,1,17,300.0,2,760,True,5,1,5.0,False,150.0,600.0,0.16,0.16,0.24,4.99,,
48,222516,1.0,False,De Baarsjes - Oud-West,52.38,4.86,Entire home/apt,2,1,1,8,119.0,7,21,True,0,1,4.71,False,59.5,833.0,0.07,0.15,0.2,4.99,0.0,606.6438356164383
49,245927,1.0,True,Centrum-West,52.38,4.887,Entire home/apt,4,2,3,23,515.0,2,180,True,0,1,4.58,True,128.8,1030.0,0.1,0.22,0.25,10.99,0.6410958904109589,3529.6301369863013
50,247805,0.94,False,De Baarsjes - Oud-West,52.38,4.875,Private room,2,1,1,8,122.0,2,365,True,1,5,4.86,False,61.0,244.0,0.08,0.11,0.16,4.99,,
51,252080,0.74,False,Centrum-Oost,52.38,4.91,Entire home/apt,4,2,2,16,385.0,4,30,True,0,0,4.89,False,96.25,1540.0,0.06,0.23,0.16,4.99,0.4520547945205479,1917.7945205479452
52,254800,0.92,True,Centrum-West,52.38,4.883,Entire home/apt,2,1,1,7,325.0,2,1125,True,1,0,4.93,False,162.5,650.0,0.11,0.15,0.2,4.99,,
53,255809,0.66,True,De Pijp - Rivierenbuurt,52.34,4.887,Private room,4,1,2,17,182.0,2,20,True,3,3,4.87,False,45.5,364.0,0.06,0.08,0.16,4.99,,
54,274688,0.36,False,Bos en Lommer,52.38,4.855,Entire home/apt,2,1,1,5,88.0,4,30,True,0,0,4.85,False,44.0,352.0,0.05,0.1,0.18,4.99,0.0,439.24657534246575
55,283170,0.89,False,Zuid,52.34,4.875,Entire home/apt,12,6,12,39,1036.0,2,90,True,29,1,4.06,True,86.3,2072.0,0.11,0.26,0.27,10.99,,
56,286374,0.38,False,Geuzenveld - Slotermeer,52.38,4.832,Entire home/apt,4,2,2,1,130.0,4,21,True,0,1,4.75,False,32.5,520.0,0.06,0.14,0.18,4.99,0.7013698630136986,650.0
57,286500,0.84,True,Centrum-West,52.38,4.9,Private room,2,1,1,5,162.0,3,365,True,1,3,4.89,True,81.0,486.0,0.09,0.21,0.18,4.99,0.6136986301369863,941.4657534246576
58,290701,1.0,True,Centrum-West,52.38,4.9,Private room,2,1,1,4,161.0,3,365,True,3,6,4.85,True,80.5,483.0,0.08,0.19,0.2,4.99,0.6794520547945205,931.8219178082192
59,291752,0.6,False,Oud-Oost,52.34,4.91,Private room,2,1,1,2,105.0,3,1125,True,1,0,4.86,False,52.5,315.0,0.06,0.17,0.16,4.99,0.7945205479452054,523.4931506849315
60,304082,0.66,True,Centrum-West,52.38,4.9,Private room,2,1,2,8,137.0,2,1125,True,4,4,4.77,False,68.5,274.0,0.07,0.18,0.2,4.99,,
61,304143,1.0,False,Oud-Oost,52.38,4.92,Entire home/apt,2,1,1,6,95.0,3,30,True,0,0,4.55,False,47.5,285.0,0.04,0.1,0.17,4.99,0.0,475.0
62,306852,0.79,False,Centrum-Oost,52.34,4.9,Entire home/apt,4,2,2,7,200.0,4,21,True,0,2,4.61,False,50.0,800.0,0.07,0.24,0.2,4.99,0.08493150684931507,1000.0
63,307621,0.51,False,Centrum-Oost,52.34,4.895,Entire home/apt,2,1,1,7,125.0,3,21,True,0,0,4.5,False,62.5,375.0,0.08,0.2,0.18,4.99,0.0,625.0
64,308028,0.55,False,Centrum-Oost,52.38,4.9,Private room,2,1,1,8,95.0,3,10,True,0,0,4.77,False,47.5,285.0,0.06,0.15,0.14,4.99,0.0,475.0
65,311124,0.38,False,Centrum-West,52.38,4.88,Entire home/apt,2,1,1,10,225.0,5,15,True,0,1,4.75,False,112.5,1125.0,0.06,0.13,0.17,4.99,0.8684931506849315,1127.7397260273972
66,319985,0.74,False,De Pijp - Rivierenbuurt,52.34,4.902,Entire home/apt,4,2,2,8,231.0,1,90,True,2,7,4.75,False,57.75,231.0,0.09,0.14,0.23,4.99,,
67,327285,0.59,False,De Pijp - Rivierenbuurt,52.34,4.895,Private room,4,1,6,15,239.0,2,30,True,0,4,4.94,True,59.75,478.0,0.1,0.16,0.18,4.99,0.0,1196.2328767123288
68,343094,1.0,False,Oud-Oost,52.34,4.91,Private room,2,1,1,4,100.0,3,30,True,3,4,4.89,True,50.0,300.0,0.08,0.15,0.18,4.99,0.3561643835616438,516.1780821917808
69,357980,1.0,True,De Baarsjes - Oud-West,52.38,4.875,Entire home/apt,4,2,4,10,232.0,2,1125,True,0,1,4.87,False,58.0,464.0,0.09,0.23,0.28,4.99,,
70,366438,0.65,False,Centrum-Oost,52.38,4.9,Private room,2,1,1,10,130.0,2,60,True,2,6,4.74,True,65.0,260.0,0.06,0.16,0.18,4.99,,
71,367107,0.0,False,Centrum-Oost,52.38,4.902,Entire home/apt,2,1,1,11,182.0,5,30,True,5,0,5.0,False,91.0,910.0,0.06,0.19,0.2,4.99,0.07397260273972603,910.6164383561644
72,367491,1.0,False,De Baarsjes - Oud-West,52.38,4.88,Entire home/apt,2,1,1,9,174.0,3,19,True,0,0,4.91,False,87.0,522.0,0.08,0.17,0.21,4.99,0.0,847.2328767123288
73,379885,0.64,False,De Pijp - Rivierenbuurt,52.34,4.906,Private room,2,1,1,13,297.0,3,180,True,5,1,4.66,True,148.5,891.0,0.11,0.13,0.2,4.99,0.2219178082191781,1422.958904109589
74,396125,0.44,False,Centrum-West,52.38,4.887,Private room,2,1,1,1,70.0,3,14,True,1,0,4.45,False,35.0,210.0,0.06,0.09,0.15,2.99,0.0027397260273972603,350.0
75,402353,0.98,False,Watergraafsmeer,52.34,4.934,Private room,2,1,1,6,139.0,2,1125,True,2,4,4.85,True,69.5,278.0,0.06,0.13,0.19,4.99,0.6410958904109589,683.082191780822
76,414865,0.0,False,Zuid,52.34,4.848,Entire home/apt,2,1,1,5,110.0,4,30,True,2,1,4.88,False,55.0,440.0,0.07,0.17,0.18,4.99,0.038356164383561646,561.5616438356165
77,415619,0.42,False,Oostelijk Havengebied - Indische Buurt,52.38,4.934,Entire home/apt,3,2,1,2,145.0,2,30,True,0,0,4.93,False,48.34,290.0,0.08,0.16,0.14,4.99,,
78,437757,1.0,True,De Pijp - Rivierenbuurt,52.34,4.906,Entire home/apt,2,1,1,5,145.0,3,7,True,0,1,4.63,False,72.5,435.0,0.07,0.16,0.18,4.99,0.005479452054794521,550.972602739726
79,438089,1.0,False,De Baarsjes - Oud-West,52.38,4.867,Private room,2,1,1,12,129.0,4,60,True,2,1,4.78,True,64.5,516.0,0.07,0.18,0.14,4.99,0.4383561643835616,645.0
80,440992,0.62,False,Zuid,52.34,4.848,Entire home/apt,4,2,2,9,200.0,3,60,True,2,3,4.87,False,50.0,600.0,0.07,0.29,0.25,4.99,0.13150684931506848,1000.0
81,441424,0.92,False,Oostelijk Havengebied - Indische Buurt,52.38,4.94,Entire home/apt,4,2,3,6,150.0,3,30,True,0,0,4.55,False,37.5,450.0,0.06,0.26,0.15,4.99,0.005479452054794521,751.4383561643835
82,445660,1.0,True,De Baarsjes - Oud-West,52.38,4.855,Private room,3,1,3,9,79.0,2,30,True,2,5,4.79,True,26.33,158.0,0.05,0.1,0.16,4.99,,
83,446999,1.0,False,De Baarsjes - Oud-West,52.34,4.867,Private room,2,1,1,3,119.0,4,90,True,10,0,4.77,True,59.5,476.0,0.07,0.18,0.18,4.99,0.4438356164383562,595.0
84,450767,1.0,True,Centrum-Oost,52.38,4.902,Entire home/apt,4,2,3,10,284.0,3,1125,True,0,3,4.63,False,71.0,852.0,0.11,0.21,0.25,4.99,0.5506849315068493,1386.7808219178082
85,462341,0.89,False,Centrum-West,52.38,4.895,Entire home/apt,2,1,2,14,176.0,3,20,True,0,1,4.97,False,88.0,528.0,0.07,0.21,0.2,4.99,0.0273972602739726,879.3424657534247
86,481664,0.93,False,Westerpark,52.4,4.89,Private room,2,1,1,4,105.0,2,14,True,3,5,4.69,False,52.5,210.0,0.06,0.17,0.2,4.99,,
87,494433,0.77,False,De Baarsjes - Oud-West,52.38,4.855,Entire home/apt,6,3,3,8,160.0,2,14,True,0,0,4.87,False,26.67,320.0,0.07,0.18,0.15,4.99,,
88,505012,0.0,False,Centrum-Oost,52.38,4.887,Entire home/apt,4,2,5,7,299.0,3,30,True,1,0,4.72,False,74.75,897.0,0.14,0.27,0.35,4.99,0.4383561643835616,1495.0
89,505650,0.82,False,Zuid,52.34,4.875,Private room,3,1,3,6,140.0,3,21,True,0,2,4.96,False,46.66,420.0,0.05,0.19,0.19,4.99,0.6246575342465753,720.3424657534247
90,507598,0.0,False,Centrum-West,52.38,4.88,Entire home/apt,4,2,3,29,600.0,2,60,True,0,0,4.67,True,150.0,1200.0,0.13,0.17,0.26,10.99,,
91,508433,1.0,False,Geuzenveld - Slotermeer,52.38,4.83,Entire home/apt,4,2,3,14,375.0,3,30,True,6,1,4.86,False,93.75,1125.0,0.13,0.18,0.24,4.99,0.01643835616438356,1664.7260273972602
92,515088,0.0,False,Noord-Oost,52.4,4.996,Private room,4,1,2,3,120.0,2,20,True,19,0,5.0,False,30.0,240.0,0.06,0.08,0.17,4.99,,
93,515749,0.76,False,Centrum-Oost,52.34,4.895,Private room,4,1,1,12,165.0,3,365,True,4,5,4.85,False,41.25,495.0,0.07,0.15,0.21,4.99,0.7698630136986301,825.0
94,515921,0.11,False,Zuid,52.34,4.85,Entire home/apt,4,2,1,4,165.0,3,30,True,1,0,4.19,False,41.25,495.0,0.08,0.18,0.19,4.99,0.057534246575342465,797.1917808219179
95,517996,0.04,False,Centrum-West,52.38,4.887,Entire home/apt,2,1,1,14,410.0,3,1125,True,28,0,4.67,True,205.0,1230.0,0.08,0.26,0.13,10.99,0.40273972602739727,1872.3287671232877
96,522471,0.5,False,Bos en Lommer,52.38,4.85,Entire home/apt,4,2,5,8,180.0,8,25,True,0,0,4.96,False,45.0,1440.0,0.07,0.14,0.17,4.99,0.030136986301369864,900.0
97,528022,0.97,False,Westerpark,52.4,4.887,Private room,2,1,1,7,100.0,2,30,True,1,4,4.87,False,50.0,200.0,0.07,0.12,0.15,4.99,,
98,549310,0.6,False,De Baarsjes - Oud-West,52.38,4.863,Entire home/apt,5,3,4,10,200.0,2,1125,True,0,1,4.48,False,40.0,400.0,0.1,0.21,0.31,4.99,,
99,553514,0.0,False,Westerpark,52.38,4.87,Entire home/apt,2,1,1,5,80.0,2,30,True,0,0,4.41,False,40.0,160.0,0.05,0.12,0.16,4.99,,
100,556829,0.69,False,Buitenveldert - Zuidas,52.34,4.867,Entire home/apt,2,1,1,14,148.0,3,1125,True,5,1,4.68,False,74.0,444.0,0.07,0.12,0.2,4.99,0.4383561643835616,662.4794520547945
101,568005,0.0,False,Zuid,52.34,4.883,Entire home/apt,2,1,1,6,140.0,2,1125,True,0,0,4.96,False,70.0,280.0,0.07,0.2,0.17,4.99,,
102,568446,0.47,False,Centrum-Oost,52.38,4.902,Entire home/apt,2,1,2,5,108.0,3,5,True,0,1,4.82,False,54.0,324.0,0.06,0.13,0.21,4.99,0.0,539.2465753424658
103,570753,0.35,False,Zuid,52.34,4.867,Private room,3,1,2,1,75.0,4,30,True,6,1,4.87,False,25.0,300.0,0.06,0.11,0.17,4.99,0.43561643835616437,375.0
104,575603,0.36,False,Centrum-Oost,52.38,4.895,Entire home/apt,4,2,4,6,245.0,5,35,True,0,0,4.82,False,61.25,1225.0,0.03,0.25,0.3,4.99,0.0136986301369863,1225.0
105,579851,1.0,True,Westerpark,52.4,4.883,Private room,2,1,1,10,124.0,2,1125,True,0,4,4.96,True,62.0,248.0,0.07,0.16,0.18,4.99,,
106,582028,1.0,False,Slotervaart,52.38,4.844,Entire home/apt,3,2,1,5,211.0,5,17,True,5,0,4.8,False,70.3,1055.0,0.08,0.15,0.24,4.99,0.1178082191780822,819.6027397260274
107,582382,0.58,False,Oud-Noord,52.4,4.914,Entire home/apt,5,3,3,2,170.0,4,14,True,0,0,4.78,False,34.0,680.0,0.09,0.15,0.2,4.99,0.0,850.0
108,588020,0.65,False,Centrum-Oost,52.38,4.914,Entire home/apt,6,3,6,9,316.0,3,90,True,2,3,4.49,True,52.66,948.0,0.04,0.18,0.24,4.99,0.6191780821917808,1799.86301369863
109,590236,0.64,False,De Baarsjes - Oud-West,52.38,4.855,Entire home/apt,2,1,1,3,120.0,4,8,True,0,1,4.85,False,60.0,480.0,0.06,0.17,0.19,4.99,0.4547945205479452,600.0
110,590681,1.0,False,Zuid,52.34,4.85,Entire home/apt,4,2,1,10,295.0,2,21,True,0,0,5.0,False,73.75,590.0,0.1,0.09,0.26,4.99,,
111,606871,0.86,False,Westerpark,52.38,4.87,Private room,2,1,1,10,161.0,2,365,True,9,6,4.72,False,80.5,322.0,0.08,0.18,0.21,4.99,,
112,608432,0.82,True,Centrum-West,52.38,4.887,Private room,2,1,1,5,107.0,1,10,True,5,9,4.74,True,53.5,107.0,0.07,0.1,0.19,4.99,,
113,613088,0.78,False,Noord-Oost,52.4,4.965,Private room,2,1,1,1,87.0,2,1125,True,0,2,4.86,False,43.5,174.0,0.06,0.12,0.15,4.99,,
114,613110,1.0,False,IJburg - Zeeburgereiland,52.38,4.98,Private room,4,1,3,1,60.0,1,1125,True,20,2,3.96,True,15.0,60.0,0.06,0.12,0.16,2.99,,
115,623123,0.8,False,De Baarsjes - Oud-West,52.38,4.867,Entire home/apt,4,2,2,10,450.0,4,14,True,0,0,4.32,True,112.5,1800.0,0.16,0.22,0.32,10.99,0.019178082191780823,2329.3150684931506
116,627188,1.0,True,Centrum-West,52.38,4.887,Private room,2,1,1,13,119.0,1,10,True,0,13,4.84,True,59.5,119.0,0.07,0.14,0.17,4.99,,
117,627213,0.67,False,Zuid,52.34,4.887,Entire home/apt,5,3,3,10,100.0,7,30,True,0,0,5.0,False,20.0,700.0,0.07,0.16,0.2,4.99,0.0,799.4109589041096
118,633585,0.96,False,De Pijp - Rivierenbuurt,52.34,4.89,Entire home/apt,2,1,1,5,125.0,4,61,True,0,0,4.83,False,62.5,500.0,0.05,0.12,0.15,4.99,0.4246575342465753,625.1095890410959
119,634170,1.0,True,Westerpark,52.38,4.867,Entire home/apt,4,2,4,3,109.0,14,1125,True,0,0,4.88,False,27.25,1526.0,0.07,0.12,0.16,4.99,0.06027397260273973,542.7397260273973
120,635019,0.21,False,Bos en Lommer,52.38,4.848,Entire home/apt,2,1,1,3,150.0,2,6,True,0,1,4.82,False,75.0,300.0,0.07,0.22,0.18,4.99,,
121,653459,1.0,False,Buitenveldert - Zuidas,52.3,4.86,Entire home/apt,4,2,5,9,240.0,6,28,True,0,0,4.94,False,60.0,1440.0,0.06,0.12,0.21,4.99,0.23013698630136986,1202.6575342465753
122,654931,1.0,True,Centrum-West,52.38,4.895,Hotel room,2,1,1,5,94.0,1,1125,True,0,5,4.85,True,47.0,94.0,0.05,0.1,0.15,4.99,,
123,655216,1.0,True,Centrum-West,52.38,4.895,Hotel room,2,1,1,9,106.0,1,1125,True,0,9,4.87,True,53.0,106.0,0.07,0.1,0.18,4.99,,
124,658063,0.91,False,De Baarsjes - Oud-West,52.38,4.875,Private room,4,1,3,2,146.0,3,1125,True,3,2,4.36,False,36.5,438.0,0.06,0.07,0.18,4.99,0.06027397260273973,757.054794520548
125,660856,0.83,False,Watergraafsmeer,52.34,4.934,Entire home/apt,4,2,6,15,275.0,7,33,True,1,0,4.82,False,68.75,1925.0,0.08,0.29,0.2,4.99,0.005479452054794521,1396.2328767123288
126,664697,0.0,False,Oud-Noord,52.38,4.902,Entire home/apt,2,1,1,8,87.0,30,180,True,4,0,4.33,False,43.5,2610.0,0.05,0.1,0.15,4.99,0.8273972602739726,435.0
127,667305,0.92,False,Noord-West,52.4,4.895,Entire home/apt,2,1,1,5,146.0,5,120,True,19,3,5.0,False,73.0,730.0,0.06,0.14,0.16,4.99,0.9342465753424658,728.4931506849315
128,679838,0.59,False,Centrum-Oost,52.38,4.906,Entire home/apt,2,1,1,14,395.0,3,10,True,0,0,4.94,False,197.5,1185.0,0.12,0.15,0.23,4.99,0.0,2195.4383561643835
129,683431,1.0,False,De Pijp - Rivierenbuurt,52.34,4.895,Private room,2,1,1,5,75.0,1,14,True,4,9,4.64,False,37.5,75.0,0.05,0.1,0.16,4.99,,
130,685990,1.0,True,Geuzenveld - Slotermeer,52.38,4.836,Private room,2,1,2,7,71.0,4,25,True,4,5,4.3,True,35.5,284.0,0.05,0.06,0.15,2.99,0.8986301369863013,321.32876712328766
131,689623,0.73,False,Centrum-Oost,52.38,4.926,Entire home/apt,2,1,1,1,120.0,14,60,True,2,0,4.73,False,60.0,1680.0,0.08,0.19,0.19,4.99,0.10684931506849316,600.0
132,690757,1.0,False,Centrum-West,52.38,4.9,Private room,3,1,2,7,187.0,2,1125,True,5,5,4.51,True,62.34,374.0,0.11,0.21,0.2,4.99,,
133,693675,0.22,False,De Baarsjes - Oud-West,52.34,4.85,Entire home/apt,2,1,2,2,95.0,1,4,True,0,0,4.73,False,47.5,95.0,0.04,0.09,0.16,4.99,,
134,702120,0.5,False,Westerpark,52.38,4.87,Entire home/apt,2,1,1,1,136.0,2,7,True,0,0,4.82,False,68.0,272.0,0.06,0.17,0.19,4.99,,
135,708528,0.69,False,De Pijp - Rivierenbuurt,52.34,4.895,Private room,2,1,1,7,139.0,3,10,True,1,3,4.87,False,69.5,417.0,0.07,0.15,0.17,4.99,0.03561643835616438,650.8219178082192
136,713577,1.0,True,Oud-Oost,52.34,4.906,Private room,2,1,1,7,82.0,1,1125,True,0,13,4.56,True,41.0,82.0,0.05,0.13,0.15,4.99,,
137,716107,0.6,False,De Baarsjes - Oud-West,52.38,4.867,Entire home/apt,2,1,1,5,120.0,2,1125,True,0,0,4.69,True,60.0,240.0,0.03,0.13,0.18,4.99,,
138,719623,0.08,False,Centrum-West,52.38,4.89,Entire home/apt,2,1,1,6,156.0,4,150,True,0,0,4.61,False,78.0,624.0,0.09,0.23,0.22,4.99,0.4246575342465753,780.0
139,721291,0.85,False,Westerpark,52.38,4.87,Private room,1,1,2,1,72.0,2,180,True,0,0,4.47,False,72.0,144.0,0.05,0.16,0.17,2.99,,
140,728144,0.99,True,Centrum-Oost,52.38,4.895,Entire home/apt,4,2,4,9,214.0,3,1125,True,0,1,4.89,False,53.5,642.0,0.07,0.1,0.25,4.99,0.0,1079.1780821917807
